T, [([], '1'), ('A', '1')],0,1
A', [([], '1'), ('A', '0')],1,1
B', [([], '1'), ('B', '0')],1,1
C', [([], '1'), ('C', '0')],1,1
D', [([], '1'), ('D', '0')],1,1
A, [([], '0'), ('A', '1')],1,1
F, [([], '0'), ('A', '0')],0,1
B, [([], '0'), ('B', '1')],1,1
C, [([], '0'), ('C', '1')],1,1
D, [([], '0'), ('D', '1')],1,1
A'B', [([], '1'), ('A', '0'), ('B', '0')],2,2
A'C', [([], '1'), ('A', '0'), ('C', '0')],2,2
A'D', [([], '1'), ('A', '0'), ('D', '0')],2,2
B'C', [([], '1'), ('B', '0'), ('C', '0')],2,2
B'D', [([], '1'), ('B', '0'), ('D', '0')],2,2
C'D', [([], '1'), ('C', '0'), ('D', '0')],2,2
A+B, [([], '0'), ('A', '1'), ('B', '1')],2,2
A+C, [([], '0'), ('A', '1'), ('C', '1')],2,2
A+D, [([], '0'), ('A', '1'), ('D', '1')],2,2
B+C, [([], '0'), ('B', '1'), ('C', '1')],2,2
B+D, [([], '0'), ('B', '1'), ('D', '1')],2,2
C+D, [([], '0'), ('C', '1'), ('D', '1')],2,2
A'B'C', [([], '1'), ('A', '0'), ('B', '0'), ('C', '0')],3,3
A'B'D', [([], '1'), ('A', '0'), ('B', '0'), ('D', '0')],3,3
A'C'D', [([], '1'), ('A', '0'), ('C', '0'), ('D', '0')],3,3
B'C'D', [([], '1'), ('B', '0'), ('C', '0'), ('D', '0')],3,3
A+B+C, [([], '0'), ('A', '1'), ('B', '1'), ('C', '1')],3,3
A+B+D, [([], '0'), ('A', '1'), ('B', '1'), ('D', '1')],3,3
A+C+D, [([], '0'), ('A', '1'), ('C', '1'), ('D', '1')],3,3
B+C+D, [([], '0'), ('B', '1'), ('C', '1'), ('D', '1')],3,3
A'+B, [([], '1'), ('A', '0'), (('A', 'B'), '1')],2,3
A'+C, [([], '1'), ('A', '0'), (('A', 'C'), '1')],2,3
A'+D, [([], '1'), ('A', '0'), (('A', 'D'), '1')],2,3
A+B', [([], '1'), ('B', '0'), (('A', 'B'), '1')],2,3
B'+C, [([], '1'), ('B', '0'), (('B', 'C'), '1')],2,3
B'+D, [([], '1'), ('B', '0'), (('B', 'D'), '1')],2,3
A+C', [([], '1'), ('C', '0'), (('A', 'C'), '1')],2,3
B+C', [([], '1'), ('C', '0'), (('B', 'C'), '1')],2,3
C'+D, [([], '1'), ('C', '0'), (('C', 'D'), '1')],2,3
A+D', [([], '1'), ('D', '0'), (('A', 'D'), '1')],2,3
B+D', [([], '1'), ('D', '0'), (('B', 'D'), '1')],2,3
C+D', [([], '1'), ('D', '0'), (('C', 'D'), '1')],2,3
AB', [([], '0'), ('A', '1'), (('A', 'B'), '0')],2,3
AC', [([], '0'), ('A', '1'), (('A', 'C'), '0')],2,3
AD', [([], '0'), ('A', '1'), (('A', 'D'), '0')],2,3
A'B, [([], '0'), ('B', '1'), (('A', 'B'), '0')],2,3
BC', [([], '0'), ('B', '1'), (('B', 'C'), '0')],2,3
BD', [([], '0'), ('B', '1'), (('B', 'D'), '0')],2,3
A'C, [([], '0'), ('C', '1'), (('A', 'C'), '0')],2,3
B'C, [([], '0'), ('C', '1'), (('B', 'C'), '0')],2,3
CD', [([], '0'), ('C', '1'), (('C', 'D'), '0')],2,3
A'D, [([], '0'), ('D', '1'), (('A', 'D'), '0')],2,3
B'D, [([], '0'), ('D', '1'), (('B', 'D'), '0')],2,3
C'D, [([], '0'), ('D', '1'), (('C', 'D'), '0')],2,3
A'B'C'D', [([], '1'), ('A', '0'), ('B', '0'), ('C', '0'), ('D', '0')],4,4
A+B+C+D, [([], '0'), ('A', '1'), ('B', '1'), ('C', '1'), ('D', '1')],4,4
A'+B', [([], '1'), ('A', '1'), ('B', '1'), (('A', 'B'), '0')],2,4
C+AD'+BD', [([], '0'), ('A', '1'), ('B', '1'), ('C', '1'), (('A', 'D'), '0'), (('B', 'D'), '0')],5,7
B+AD'+CD', [([], '0'), ('A', '1'), ('B', '1'), ('C', '1'), (('A', 'D'), '0'), (('C', 'D'), '0')],5,7
A+BD'+CD', [([], '0'), ('A', '1'), ('B', '1'), ('C', '1'), (('B', 'D'), '0'), (('C', 'D'), '0')],5,7
D+AC'+BC', [([], '0'), ('A', '1'), ('B', '1'), ('D', '1'), (('A', 'C'), '0'), (('B', 'C'), '0')],5,7
B+AC'+C'D, [([], '0'), ('A', '1'), ('B', '1'), ('D', '1'), (('A', 'C'), '0'), (('C', 'D'), '0')],5,7
A+BC'+C'D, [([], '0'), ('A', '1'), ('B', '1'), ('D', '1'), (('B', 'C'), '0'), (('C', 'D'), '0')],5,7
A+BD+CD', [([], '0'), ('A', '1'), ('B', '0'), ('C', '1'), (('B', 'D'), '1'), (('C', 'D'), '0')],5,7
AB'+BC, [([], '0'), ('A', '1'), ('B', '0'), ('C', '0'), (('A', 'B'), '0'), (('B', 'C'), '1')],4,7
AC'+BC, [([], '0'), ('A', '1'), ('B', '0'), ('C', '0'), (('A', 'C'), '0'), (('B', 'C'), '1')],4,7
AD'+BC, [([], '0'), ('A', '1'), ('B', '0'), ('C', '0'), (('A', 'D'), '0'), (('B', 'C'), '1')],4,7
A+BC+C'D, [([], '0'), ('A', '1'), ('B', '0'), ('D', '1'), (('B', 'C'), '1'), (('C', 'D'), '0')],5,7
AB'+BD, [([], '0'), ('A', '1'), ('B', '0'), ('D', '0'), (('A', 'B'), '0'), (('B', 'D'), '1')],4,7
AC'+BD, [([], '0'), ('A', '1'), ('B', '0'), ('D', '0'), (('A', 'C'), '0'), (('B', 'D'), '1')],4,7
AD'+BD, [([], '0'), ('A', '1'), ('B', '0'), ('D', '0'), (('A', 'D'), '0'), (('B', 'D'), '1')],4,7
D+AB'+B'C, [([], '0'), ('A', '1'), ('C', '1'), ('D', '1'), (('A', 'B'), '0'), (('B', 'C'), '0')],5,7
C+AB'+B'D, [([], '0'), ('A', '1'), ('C', '1'), ('D', '1'), (('A', 'B'), '0'), (('B', 'D'), '0')],5,7
A+BC+B'D, [([], '0'), ('A', '1'), ('C', '0'), ('D', '1'), (('B', 'C'), '1'), (('B', 'D'), '0')],5,7
AB'+CD, [([], '0'), ('A', '1'), ('C', '0'), ('D', '0'), (('A', 'B'), '0'), (('C', 'D'), '1')],4,7
AC'+CD, [([], '0'), ('A', '1'), ('C', '0'), ('D', '0'), (('A', 'C'), '0'), (('C', 'D'), '1')],4,7
AD'+CD, [([], '0'), ('A', '1'), ('C', '0'), ('D', '0'), (('A', 'D'), '0'), (('C', 'D'), '1')],4,7
C+AD+BD', [([], '0'), ('A', '0'), ('B', '1'), ('C', '1'), (('A', 'D'), '1'), (('B', 'D'), '0')],5,7
B+AD+CD', [([], '0'), ('A', '0'), ('B', '1'), ('C', '1'), (('A', 'D'), '1'), (('C', 'D'), '0')],5,7
A'B+AC, [([], '0'), ('A', '0'), ('B', '1'), ('C', '0'), (('A', 'B'), '0'), (('A', 'C'), '1')],4,7
AC+BD', [([], '0'), ('A', '0'), ('B', '1'), ('C', '0'), (('A', 'C'), '1'), (('B', 'D'), '0')],4,7
D+AC+BC', [([], '0'), ('A', '0'), ('B', '1'), ('D', '1'), (('A', 'C'), '1'), (('B', 'C'), '0')],5,7
B+AC+C'D, [([], '0'), ('A', '0'), ('B', '1'), ('D', '1'), (('A', 'C'), '1'), (('C', 'D'), '0')],5,7
A'B+AD, [([], '0'), ('A', '0'), ('B', '1'), ('D', '0'), (('A', 'B'), '0'), (('A', 'D'), '1')],4,7
AD+BC', [([], '0'), ('A', '0'), ('B', '1'), ('D', '0'), (('A', 'D'), '1'), (('B', 'C'), '0')],4,7
AB+CD', [([], '0'), ('A', '0'), ('B', '0'), ('C', '1'), (('A', 'B'), '1'), (('C', 'D'), '0')],4,7
AB+AC, [([], '0'), ('A', '0'), ('B', '0'), ('C', '0'), (('A', 'B'), '1'), (('A', 'C'), '1')],4,7
AB+BC, [([], '0'), ('A', '0'), ('B', '0'), ('C', '0'), (('A', 'B'), '1'), (('B', 'C'), '1')],4,7
AC+BC, [([], '0'), ('A', '0'), ('B', '0'), ('C', '0'), (('A', 'C'), '1'), (('B', 'C'), '1')],4,7
AB+C'D, [([], '0'), ('A', '0'), ('B', '0'), ('D', '1'), (('A', 'B'), '1'), (('C', 'D'), '0')],4,7
AB+AD, [([], '0'), ('A', '0'), ('B', '0'), ('D', '0'), (('A', 'B'), '1'), (('A', 'D'), '1')],4,7
AB+BD, [([], '0'), ('A', '0'), ('B', '0'), ('D', '0'), (('A', 'B'), '1'), (('B', 'D'), '1')],4,7
AD+BD, [([], '0'), ('A', '0'), ('B', '0'), ('D', '0'), (('A', 'D'), '1'), (('B', 'D'), '1')],4,7
D+AB+B'C, [([], '0'), ('A', '0'), ('C', '1'), ('D', '1'), (('A', 'B'), '1'), (('B', 'C'), '0')],5,7
C+AB+B'D, [([], '0'), ('A', '0'), ('C', '1'), ('D', '1'), (('A', 'B'), '1'), (('B', 'D'), '0')],5,7
A'C+AD, [([], '0'), ('A', '0'), ('C', '1'), ('D', '0'), (('A', 'C'), '0'), (('A', 'D'), '1')],4,7
AD+B'C, [([], '0'), ('A', '0'), ('C', '1'), ('D', '0'), (('A', 'D'), '1'), (('B', 'C'), '0')],4,7
AC+B'D, [([], '0'), ('A', '0'), ('C', '0'), ('D', '1'), (('A', 'C'), '1'), (('B', 'D'), '0')],4,7
AC+AD, [([], '0'), ('A', '0'), ('C', '0'), ('D', '0'), (('A', 'C'), '1'), (('A', 'D'), '1')],4,7
AC+CD, [([], '0'), ('A', '0'), ('C', '0'), ('D', '0'), (('A', 'C'), '1'), (('C', 'D'), '1')],4,7
AD+CD, [([], '0'), ('A', '0'), ('C', '0'), ('D', '0'), (('A', 'D'), '1'), (('C', 'D'), '1')],4,7
B+AC+A'D, [([], '0'), ('B', '1'), ('C', '0'), ('D', '1'), (('A', 'C'), '1'), (('A', 'D'), '0')],5,7
A'B+CD, [([], '0'), ('B', '1'), ('C', '0'), ('D', '0'), (('A', 'B'), '0'), (('C', 'D'), '1')],4,7
BC'+CD, [([], '0'), ('B', '1'), ('C', '0'), ('D', '0'), (('B', 'C'), '0'), (('C', 'D'), '1')],4,7
BD'+CD, [([], '0'), ('B', '1'), ('C', '0'), ('D', '0'), (('B', 'D'), '0'), (('C', 'D'), '1')],4,7
D+AB+A'C, [([], '0'), ('B', '0'), ('C', '1'), ('D', '1'), (('A', 'B'), '1'), (('A', 'C'), '0')],5,7
C+AB+A'D, [([], '0'), ('B', '0'), ('C', '1'), ('D', '1'), (('A', 'B'), '1'), (('A', 'D'), '0')],5,7
A'C+BD, [([], '0'), ('B', '0'), ('C', '1'), ('D', '0'), (('A', 'C'), '0'), (('B', 'D'), '1')],4,7
B'C+BD, [([], '0'), ('B', '0'), ('C', '1'), ('D', '0'), (('B', 'C'), '0'), (('B', 'D'), '1')],4,7
A'D+BC, [([], '0'), ('B', '0'), ('C', '0'), ('D', '1'), (('A', 'D'), '0'), (('B', 'C'), '1')],4,7
BC+BD, [([], '0'), ('B', '0'), ('C', '0'), ('D', '0'), (('B', 'C'), '1'), (('B', 'D'), '1')],4,7
BC+CD, [([], '0'), ('B', '0'), ('C', '0'), ('D', '0'), (('B', 'C'), '1'), (('C', 'D'), '1')],4,7
BD+CD, [([], '0'), ('B', '0'), ('C', '0'), ('D', '0'), (('B', 'D'), '1'), (('C', 'D'), '1')],4,7
A'+B'+C, [([], '1'), ('A', '1'), ('B', '1'), (('A', 'B'), '0'), (('A', 'B', 'C'), '1')],3,7
A'+B'+D, [([], '1'), ('A', '1'), ('B', '1'), (('A', 'B'), '0'), (('A', 'B', 'D'), '1')],3,7
A'D+B'C', [([], '1'), ('A', '1'), ('B', '0'), (('B', 'D'), '1'), (('A', 'C', 'D'), '0')],4,7
A'+B+C', [([], '1'), ('A', '1'), ('C', '1'), (('A', 'C'), '0'), (('A', 'B', 'C'), '1')],3,7
A'+C'+D, [([], '1'), ('A', '1'), ('C', '1'), (('A', 'C'), '0'), (('A', 'C', 'D'), '1')],3,7
AC+B'C', [([], '1'), ('A', '1'), ('C', '0'), (('A', 'B'), '0'), (('A', 'B', 'C'), '1')],4,7
A'+B+D', [([], '1'), ('A', '1'), ('D', '1'), (('A', 'D'), '0'), (('A', 'B', 'D'), '1')],3,7
A'+C+D', [([], '1'), ('A', '1'), ('D', '1'), (('A', 'D'), '0'), (('A', 'C', 'D'), '1')],3,7
AD+B'D', [([], '1'), ('A', '1'), ('D', '0'), (('A', 'B'), '0'), (('A', 'B', 'D'), '1')],4,7
AD+C'D', [([], '1'), ('A', '1'), ('D', '0'), (('A', 'C'), '0'), (('A', 'C', 'D'), '1')],4,7
A'C+B'D', [([], '1'), ('A', '1'), ('D', '0'), (('C', 'D'), '1'), (('A', 'B', 'C'), '0')],4,7
A'B'+ABC', [([], '1'), ('A', '0'), ('B', '0'), (('A', 'B'), '1'), (('A', 'B', 'C'), '0')],5,7
A'B'+ABD', [([], '1'), ('A', '0'), ('B', '0'), (('A', 'B'), '1'), (('A', 'B', 'D'), '0')],5,7
A'B'+B'C, [([], '1'), ('A', '0'), ('B', '0'), (('A', 'C'), '1'), (('A', 'B', 'C'), '0')],4,7
A'B'+CD', [([], '1'), ('A', '0'), ('B', '0'), (('A', 'C'), '1'), (('A', 'C', 'D'), '0')],4,7
A'B'+B'D, [([], '1'), ('A', '0'), ('B', '0'), (('A', 'D'), '1'), (('A', 'B', 'D'), '0')],4,7
A'B'+C'D, [([], '1'), ('A', '0'), ('B', '0'), (('A', 'D'), '1'), (('A', 'C', 'D'), '0')],4,7
A'C'+BC', [([], '1'), ('A', '0'), ('C', '0'), (('A', 'B'), '1'), (('A', 'B', 'C'), '0')],4,7
A'C'+BD', [([], '1'), ('A', '0'), ('C', '0'), (('A', 'B'), '1'), (('A', 'B', 'D'), '0')],4,7
A'C'+AB'C, [([], '1'), ('A', '0'), ('C', '0'), (('A', 'C'), '1'), (('A', 'B', 'C'), '0')],5,7
A'C'+ACD', [([], '1'), ('A', '0'), ('C', '0'), (('A', 'C'), '1'), (('A', 'C', 'D'), '0')],5,7
A'C'+B'D, [([], '1'), ('A', '0'), ('C', '0'), (('A', 'D'), '1'), (('A', 'B', 'D'), '0')],4,7
A'C'+C'D, [([], '1'), ('A', '0'), ('C', '0'), (('A', 'D'), '1'), (('A', 'C', 'D'), '0')],4,7
A'D'+BC', [([], '1'), ('A', '0'), ('D', '0'), (('A', 'B'), '1'), (('A', 'B', 'C'), '0')],4,7
A'D'+BD', [([], '1'), ('A', '0'), ('D', '0'), (('A', 'B'), '1'), (('A', 'B', 'D'), '0')],4,7
A'D'+B'C, [([], '1'), ('A', '0'), ('D', '0'), (('A', 'C'), '1'), (('A', 'B', 'C'), '0')],4,7
A'D'+CD', [([], '1'), ('A', '0'), ('D', '0'), (('A', 'C'), '1'), (('A', 'C', 'D'), '0')],4,7
A'D'+AB'D, [([], '1'), ('A', '0'), ('D', '0'), (('A', 'D'), '1'), (('A', 'B', 'D'), '0')],5,7
A'D'+AC'D, [([], '1'), ('A', '0'), ('D', '0'), (('A', 'D'), '1'), (('A', 'C', 'D'), '0')],5,7
A+B'+C', [([], '1'), ('B', '1'), ('C', '1'), (('B', 'C'), '0'), (('A', 'B', 'C'), '1')],3,7
B'+C'+D, [([], '1'), ('B', '1'), ('C', '1'), (('B', 'C'), '0'), (('B', 'C', 'D'), '1')],3,7
A+B'+D', [([], '1'), ('B', '1'), ('D', '1'), (('B', 'D'), '0'), (('A', 'B', 'D'), '1')],3,7
B'+C+D', [([], '1'), ('B', '1'), ('D', '1'), (('B', 'D'), '0'), (('B', 'C', 'D'), '1')],3,7
BD+C'D', [([], '1'), ('B', '1'), ('D', '0'), (('B', 'C'), '0'), (('B', 'C', 'D'), '1')],4,7
AC'+B'C', [([], '1'), ('B', '0'), ('C', '0'), (('A', 'B'), '1'), (('A', 'B', 'C'), '0')],4,7
AD'+B'C', [([], '1'), ('B', '0'), ('C', '0'), (('A', 'B'), '1'), (('A', 'B', 'D'), '0')],4,7
B'C'+A'BC, [([], '1'), ('B', '0'), ('C', '0'), (('B', 'C'), '1'), (('A', 'B', 'C'), '0')],5,7
B'C'+BCD', [([], '1'), ('B', '0'), ('C', '0'), (('B', 'C'), '1'), (('B', 'C', 'D'), '0')],5,7
B'C'+C'D, [([], '1'), ('B', '0'), ('C', '0'), (('B', 'D'), '1'), (('B', 'C', 'D'), '0')],4,7
AC'+B'D', [([], '1'), ('B', '0'), ('D', '0'), (('A', 'B'), '1'), (('A', 'B', 'C'), '0')],4,7
AD'+B'D', [([], '1'), ('B', '0'), ('D', '0'), (('A', 'B'), '1'), (('A', 'B', 'D'), '0')],4,7
B'D'+CD', [([], '1'), ('B', '0'), ('D', '0'), (('B', 'C'), '1'), (('B', 'C', 'D'), '0')],4,7
B'D'+A'BD, [([], '1'), ('B', '0'), ('D', '0'), (('B', 'D'), '1'), (('A', 'B', 'D'), '0')],5,7
B'D'+BC'D, [([], '1'), ('B', '0'), ('D', '0'), (('B', 'D'), '1'), (('B', 'C', 'D'), '0')],5,7
A+C'+D', [([], '1'), ('C', '1'), ('D', '1'), (('C', 'D'), '0'), (('A', 'C', 'D'), '1')],3,7
B+C'+D', [([], '1'), ('C', '1'), ('D', '1'), (('C', 'D'), '0'), (('B', 'C', 'D'), '1')],3,7
AB'+C'D', [([], '1'), ('C', '0'), ('D', '0'), (('A', 'C'), '1'), (('A', 'B', 'C'), '0')],4,7
AD'+C'D', [([], '1'), ('C', '0'), ('D', '0'), (('A', 'C'), '1'), (('A', 'C', 'D'), '0')],4,7
A'B+C'D', [([], '1'), ('C', '0'), ('D', '0'), (('B', 'C'), '1'), (('A', 'B', 'C'), '0')],4,7
BD'+C'D', [([], '1'), ('C', '0'), ('D', '0'), (('B', 'C'), '1'), (('B', 'C', 'D'), '0')],4,7
C'D'+A'CD, [([], '1'), ('C', '0'), ('D', '0'), (('C', 'D'), '1'), (('A', 'C', 'D'), '0')],5,7
C'D'+B'CD, [([], '1'), ('C', '0'), ('D', '0'), (('C', 'D'), '1'), (('B', 'C', 'D'), '0')],5,7
AB'+BC', [([], '0'), ('A', '1'), ('B', '1'), (('A', 'B'), '1'), (('A', 'B', 'C'), '0')],4,7
AB'+BD', [([], '0'), ('A', '1'), ('B', '1'), (('A', 'B'), '1'), (('A', 'B', 'D'), '0')],4,7
A'B+AC', [([], '0'), ('A', '1'), ('B', '1'), (('A', 'C'), '0'), (('A', 'B', 'C'), '0')],4,7
A'B+AD', [([], '0'), ('A', '1'), ('B', '1'), (('A', 'D'), '0'), (('A', 'B', 'D'), '0')],4,7
AB+AC', [([], '0'), ('A', '1'), ('B', '0'), (('A', 'C'), '0'), (('A', 'B', 'C'), '1')],4,7
AB+AD', [([], '0'), ('A', '1'), ('B', '0'), (('A', 'D'), '0'), (('A', 'B', 'D'), '1')],4,7
AC'+CD', [([], '0'), ('A', '1'), ('C', '1'), (('A', 'C'), '1'), (('A', 'C', 'D'), '0')],4,7
A'C+AB'D', [([], '0'), ('A', '1'), ('C', '1'), (('A', 'D'), '0'), (('A', 'B', 'C'), '0')],5,7
A'C+AD', [([], '0'), ('A', '1'), ('C', '1'), (('A', 'D'), '0'), (('A', 'C', 'D'), '0')],4,7
AB'+A'CD', [([], '0'), ('A', '1'), ('C', '1'), (('C', 'D'), '0'), (('A', 'B', 'C'), '0')],5,7
AB'+AC, [([], '0'), ('A', '1'), ('C', '0'), (('A', 'B'), '0'), (('A', 'B', 'C'), '1')],4,7
AC+AD', [([], '0'), ('A', '1'), ('C', '0'), (('A', 'D'), '0'), (('A', 'C', 'D'), '1')],4,7
A'D+AB'C', [([], '0'), ('A', '1'), ('D', '1'), (('A', 'B'), '0'), (('A', 'C', 'D'), '0')],5,7
AC'+A'B'D, [([], '0'), ('A', '1'), ('D', '1'), (('B', 'D'), '0'), (('A', 'C', 'D'), '0')],5,7
AB'+A'C'D, [([], '0'), ('A', '1'), ('D', '1'), (('C', 'D'), '0'), (('A', 'B', 'D'), '0')],5,7
AB'+AD, [([], '0'), ('A', '1'), ('D', '0'), (('A', 'B'), '0'), (('A', 'B', 'D'), '1')],4,7
AC'+AD, [([], '0'), ('A', '1'), ('D', '0'), (('A', 'C'), '0'), (('A', 'C', 'D'), '1')],4,7
A'B+B'C, [([], '0'), ('A', '0'), ('B', '1'), (('A', 'C'), '1'), (('A', 'B', 'C'), '0')],4,7
A'B+B'D, [([], '0'), ('A', '0'), ('B', '1'), (('A', 'D'), '1'), (('A', 'B', 'D'), '0')],4,7
AB+BC', [([], '0'), ('A', '0'), ('B', '1'), (('B', 'C'), '0'), (('A', 'B', 'C'), '1')],4,7
AB+BD', [([], '0'), ('A', '0'), ('B', '1'), (('B', 'D'), '0'), (('A', 'B', 'D'), '1')],4,7
ABC', [([], '0'), ('A', '0'), ('B', '0'), (('A', 'B'), '1'), (('A', 'B', 'C'), '0')],3,7
ABD', [([], '0'), ('A', '0'), ('B', '0'), (('A', 'B'), '1'), (('A', 'B', 'D'), '0')],3,7
A'C+BC', [([], '0'), ('A', '0'), ('C', '1'), (('A', 'B'), '1'), (('A', 'B', 'C'), '0')],4,7
A'C+C'D, [([], '0'), ('A', '0'), ('C', '1'), (('A', 'D'), '1'), (('A', 'C', 'D'), '0')],4,7
AC+CD', [([], '0'), ('A', '0'), ('C', '1'), (('C', 'D'), '0'), (('A', 'C', 'D'), '1')],4,7
AB'C, [([], '0'), ('A', '0'), ('C', '0'), (('A', 'C'), '1'), (('A', 'B', 'C'), '0')],3,7
ACD', [([], '0'), ('A', '0'), ('C', '0'), (('A', 'C'), '1'), (('A', 'C', 'D'), '0')],3,7
A'D+BD', [([], '0'), ('A', '0'), ('D', '1'), (('A', 'B'), '1'), (('A', 'B', 'D'), '0')],4,7
A'D+CD', [([], '0'), ('A', '0'), ('D', '1'), (('A', 'C'), '1'), (('A', 'C', 'D'), '0')],4,7
AB'D, [([], '0'), ('A', '0'), ('D', '0'), (('A', 'D'), '1'), (('A', 'B', 'D'), '0')],3,7
AC'D, [([], '0'), ('A', '0'), ('D', '0'), (('A', 'D'), '1'), (('A', 'C', 'D'), '0')],3,7
BC'+CD', [([], '0'), ('B', '1'), ('C', '1'), (('B', 'C'), '1'), (('B', 'C', 'D'), '0')],4,7
A'C+A'BD', [([], '0'), ('B', '1'), ('C', '1'), (('B', 'D'), '0'), (('A', 'B', 'C'), '0')],5,7
B'C+BD', [([], '0'), ('B', '1'), ('C', '1'), (('B', 'D'), '0'), (('B', 'C', 'D'), '0')],4,7
A'B+A'CD', [([], '0'), ('B', '1'), ('C', '1'), (('C', 'D'), '0'), (('A', 'B', 'C'), '0')],5,7
BC+BD', [([], '0'), ('B', '1'), ('C', '0'), (('B', 'D'), '0'), (('B', 'C', 'D'), '1')],4,7
B'D+A'BC', [([], '0'), ('B', '1'), ('D', '1'), (('A', 'B'), '0'), (('B', 'C', 'D'), '0')],5,7
BC'+A'B'D, [([], '0'), ('B', '1'), ('D', '1'), (('A', 'D'), '0'), (('B', 'C', 'D'), '0')],5,7
A'D+A'BC', [([], '0'), ('B', '1'), ('D', '1'), (('B', 'C'), '0'), (('A', 'B', 'D'), '0')],5,7
A'B+A'C'D, [([], '0'), ('B', '1'), ('D', '1'), (('C', 'D'), '0'), (('A', 'B', 'D'), '0')],5,7
BC'+BD, [([], '0'), ('B', '1'), ('D', '0'), (('B', 'C'), '0'), (('B', 'C', 'D'), '1')],4,7
B'C+C'D, [([], '0'), ('B', '0'), ('C', '1'), (('B', 'D'), '1'), (('B', 'C', 'D'), '0')],4,7
BC+CD', [([], '0'), ('B', '0'), ('C', '1'), (('C', 'D'), '0'), (('B', 'C', 'D'), '1')],4,7
A'BC, [([], '0'), ('B', '0'), ('C', '0'), (('B', 'C'), '1'), (('A', 'B', 'C'), '0')],3,7
BCD', [([], '0'), ('B', '0'), ('C', '0'), (('B', 'C'), '1'), (('B', 'C', 'D'), '0')],3,7
B'D+CD', [([], '0'), ('B', '0'), ('D', '1'), (('B', 'C'), '1'), (('B', 'C', 'D'), '0')],4,7
A'BD, [([], '0'), ('B', '0'), ('D', '0'), (('B', 'D'), '1'), (('A', 'B', 'D'), '0')],3,7
BC'D, [([], '0'), ('B', '0'), ('D', '0'), (('B', 'D'), '1'), (('B', 'C', 'D'), '0')],3,7
B'D+A'B'C, [([], '0'), ('C', '1'), ('D', '1'), (('A', 'C'), '0'), (('B', 'C', 'D'), '0')],5,7
B'C+A'B'D, [([], '0'), ('C', '1'), ('D', '1'), (('A', 'D'), '0'), (('B', 'C', 'D'), '0')],5,7
A'D+A'B'C, [([], '0'), ('C', '1'), ('D', '1'), (('B', 'C'), '0'), (('A', 'C', 'D'), '0')],5,7
A'C+A'B'D, [([], '0'), ('C', '1'), ('D', '1'), (('B', 'D'), '0'), (('A', 'C', 'D'), '0')],5,7
A'CD, [([], '0'), ('C', '0'), ('D', '0'), (('C', 'D'), '1'), (('A', 'C', 'D'), '0')],3,7
B'CD, [([], '0'), ('C', '0'), ('D', '0'), (('C', 'D'), '1'), (('B', 'C', 'D'), '0')],3,7
A'+B+C+D, [([], '1'), ('A', '0'), (('A', 'B'), '1'), (('A', 'C'), '1'), (('A', 'D'), '1')],4,7
B+A'C'+AD, [([], '1'), ('A', '0'), (('A', 'B'), '1'), (('A', 'D'), '1'), (('C', 'D'), '0')],5,7
D+A'B'+AC, [([], '1'), ('A', '0'), (('A', 'C'), '1'), (('A', 'D'), '1'), (('B', 'C'), '0')],5,7
C+A'B'+AD, [([], '1'), ('A', '0'), (('A', 'C'), '1'), (('A', 'D'), '1'), (('B', 'D'), '0')],5,7
A+B'+C+D, [([], '1'), ('B', '0'), (('A', 'B'), '1'), (('B', 'C'), '1'), (('B', 'D'), '1')],4,7
A+B'C'+BD, [([], '1'), ('B', '0'), (('A', 'B'), '1'), (('B', 'D'), '1'), (('C', 'D'), '0')],5,7
D+A'B'+A'C, [([], '1'), ('B', '0'), (('A', 'C'), '0'), (('B', 'C'), '1'), (('B', 'D'), '1')],5,7
C+A'B'+A'D, [([], '1'), ('B', '0'), (('A', 'D'), '0'), (('B', 'C'), '1'), (('B', 'D'), '1')],5,7
D+A'B+A'C', [([], '1'), ('C', '0'), (('A', 'B'), '0'), (('B', 'C'), '1'), (('C', 'D'), '1')],5,7
A+B+C'+D, [([], '1'), ('C', '0'), (('A', 'C'), '1'), (('B', 'C'), '1'), (('C', 'D'), '1')],4,7
A+B'C'+B'D, [([], '1'), ('C', '0'), (('A', 'C'), '1'), (('B', 'D'), '0'), (('C', 'D'), '1')],5,7
B+A'C'+A'D, [([], '1'), ('C', '0'), (('A', 'D'), '0'), (('B', 'C'), '1'), (('C', 'D'), '1')],5,7
C+A'B+A'D', [([], '1'), ('D', '0'), (('A', 'B'), '0'), (('B', 'D'), '1'), (('C', 'D'), '1')],5,7
B+A'C+A'D', [([], '1'), ('D', '0'), (('A', 'C'), '0'), (('B', 'D'), '1'), (('C', 'D'), '1')],5,7
A+B'C+B'D', [([], '1'), ('D', '0'), (('A', 'D'), '1'), (('B', 'C'), '0'), (('C', 'D'), '1')],5,7
A+B+C+D', [([], '1'), ('D', '0'), (('A', 'D'), '1'), (('B', 'D'), '1'), (('C', 'D'), '1')],4,7
AB'C'D', [([], '0'), ('A', '1'), (('A', 'B'), '0'), (('A', 'C'), '0'), (('A', 'D'), '0')],4,7
A'BC'D', [([], '0'), ('B', '1'), (('A', 'B'), '0'), (('B', 'C'), '0'), (('B', 'D'), '0')],4,7
AB+A'B'C, [([], '0'), ('C', '1'), (('A', 'B'), '1'), (('A', 'C'), '0'), (('B', 'C'), '0')],5,7
