T, [([], '1'), ('A', '1')],0,1
A', [([], '1'), ('A', '0')],1,1
B', [([], '1'), ('B', '0')],1,1
C', [([], '1'), ('C', '0')],1,1
D', [([], '1'), ('D', '0')],1,1
E', [([], '1'), ('E', '0')],1,1
A, [([], '0'), ('A', '1')],1,1
F, [([], '0'), ('A', '0')],0,1
B, [([], '0'), ('B', '1')],1,1
C, [([], '0'), ('C', '1')],1,1
D, [([], '0'), ('D', '1')],1,1
E, [([], '0'), ('E', '1')],1,1
A'B', [([], '1'), ('A', '0'), ('B', '0')],2,2
A'C', [([], '1'), ('A', '0'), ('C', '0')],2,2
A'D', [([], '1'), ('A', '0'), ('D', '0')],2,2
A'E', [([], '1'), ('A', '0'), ('E', '0')],2,2
B'C', [([], '1'), ('B', '0'), ('C', '0')],2,2
B'D', [([], '1'), ('B', '0'), ('D', '0')],2,2
B'E', [([], '1'), ('B', '0'), ('E', '0')],2,2
C'D', [([], '1'), ('C', '0'), ('D', '0')],2,2
C'E', [([], '1'), ('C', '0'), ('E', '0')],2,2
D'E', [([], '1'), ('D', '0'), ('E', '0')],2,2
A+B, [([], '0'), ('A', '1'), ('B', '1')],2,2
A+C, [([], '0'), ('A', '1'), ('C', '1')],2,2
A+D, [([], '0'), ('A', '1'), ('D', '1')],2,2
A+E, [([], '0'), ('A', '1'), ('E', '1')],2,2
B+C, [([], '0'), ('B', '1'), ('C', '1')],2,2
B+D, [([], '0'), ('B', '1'), ('D', '1')],2,2
B+E, [([], '0'), ('B', '1'), ('E', '1')],2,2
C+D, [([], '0'), ('C', '1'), ('D', '1')],2,2
C+E, [([], '0'), ('C', '1'), ('E', '1')],2,2
D+E, [([], '0'), ('D', '1'), ('E', '1')],2,2
A'B'C', [([], '1'), ('A', '0'), ('B', '0'), ('C', '0')],3,3
A'B'D', [([], '1'), ('A', '0'), ('B', '0'), ('D', '0')],3,3
A'B'E', [([], '1'), ('A', '0'), ('B', '0'), ('E', '0')],3,3
A'C'D', [([], '1'), ('A', '0'), ('C', '0'), ('D', '0')],3,3
A'C'E', [([], '1'), ('A', '0'), ('C', '0'), ('E', '0')],3,3
A'D'E', [([], '1'), ('A', '0'), ('D', '0'), ('E', '0')],3,3
B'C'D', [([], '1'), ('B', '0'), ('C', '0'), ('D', '0')],3,3
B'C'E', [([], '1'), ('B', '0'), ('C', '0'), ('E', '0')],3,3
B'D'E', [([], '1'), ('B', '0'), ('D', '0'), ('E', '0')],3,3
C'D'E', [([], '1'), ('C', '0'), ('D', '0'), ('E', '0')],3,3
A+B+C, [([], '0'), ('A', '1'), ('B', '1'), ('C', '1')],3,3
A+B+D, [([], '0'), ('A', '1'), ('B', '1'), ('D', '1')],3,3
A+B+E, [([], '0'), ('A', '1'), ('B', '1'), ('E', '1')],3,3
A+C+D, [([], '0'), ('A', '1'), ('C', '1'), ('D', '1')],3,3
A+C+E, [([], '0'), ('A', '1'), ('C', '1'), ('E', '1')],3,3
A+D+E, [([], '0'), ('A', '1'), ('D', '1'), ('E', '1')],3,3
B+C+D, [([], '0'), ('B', '1'), ('C', '1'), ('D', '1')],3,3
B+C+E, [([], '0'), ('B', '1'), ('C', '1'), ('E', '1')],3,3
B+D+E, [([], '0'), ('B', '1'), ('D', '1'), ('E', '1')],3,3
C+D+E, [([], '0'), ('C', '1'), ('D', '1'), ('E', '1')],3,3
A'+B, [([], '1'), ('A', '0'), (('A', 'B'), '1')],2,3
A'+C, [([], '1'), ('A', '0'), (('A', 'C'), '1')],2,3
A'+D, [([], '1'), ('A', '0'), (('A', 'D'), '1')],2,3
A'+E, [([], '1'), ('A', '0'), (('A', 'E'), '1')],2,3
A+B', [([], '1'), ('B', '0'), (('A', 'B'), '1')],2,3
B'+C, [([], '1'), ('B', '0'), (('B', 'C'), '1')],2,3
B'+D, [([], '1'), ('B', '0'), (('B', 'D'), '1')],2,3
B'+E, [([], '1'), ('B', '0'), (('B', 'E'), '1')],2,3
A+C', [([], '1'), ('C', '0'), (('A', 'C'), '1')],2,3
B+C', [([], '1'), ('C', '0'), (('B', 'C'), '1')],2,3
C'+D, [([], '1'), ('C', '0'), (('C', 'D'), '1')],2,3
C'+E, [([], '1'), ('C', '0'), (('C', 'E'), '1')],2,3
A+D', [([], '1'), ('D', '0'), (('A', 'D'), '1')],2,3
B+D', [([], '1'), ('D', '0'), (('B', 'D'), '1')],2,3
C+D', [([], '1'), ('D', '0'), (('C', 'D'), '1')],2,3
D'+E, [([], '1'), ('D', '0'), (('D', 'E'), '1')],2,3
A+E', [([], '1'), ('E', '0'), (('A', 'E'), '1')],2,3
B+E', [([], '1'), ('E', '0'), (('B', 'E'), '1')],2,3
C+E', [([], '1'), ('E', '0'), (('C', 'E'), '1')],2,3
D+E', [([], '1'), ('E', '0'), (('D', 'E'), '1')],2,3
AB', [([], '0'), ('A', '1'), (('A', 'B'), '0')],2,3
AC', [([], '0'), ('A', '1'), (('A', 'C'), '0')],2,3
AD', [([], '0'), ('A', '1'), (('A', 'D'), '0')],2,3
AE', [([], '0'), ('A', '1'), (('A', 'E'), '0')],2,3
A'B, [([], '0'), ('B', '1'), (('A', 'B'), '0')],2,3
BC', [([], '0'), ('B', '1'), (('B', 'C'), '0')],2,3
BD', [([], '0'), ('B', '1'), (('B', 'D'), '0')],2,3
BE', [([], '0'), ('B', '1'), (('B', 'E'), '0')],2,3
A'C, [([], '0'), ('C', '1'), (('A', 'C'), '0')],2,3
B'C, [([], '0'), ('C', '1'), (('B', 'C'), '0')],2,3
CD', [([], '0'), ('C', '1'), (('C', 'D'), '0')],2,3
CE', [([], '0'), ('C', '1'), (('C', 'E'), '0')],2,3
A'D, [([], '0'), ('D', '1'), (('A', 'D'), '0')],2,3
B'D, [([], '0'), ('D', '1'), (('B', 'D'), '0')],2,3
C'D, [([], '0'), ('D', '1'), (('C', 'D'), '0')],2,3
DE', [([], '0'), ('D', '1'), (('D', 'E'), '0')],2,3
A'E, [([], '0'), ('E', '1'), (('A', 'E'), '0')],2,3
B'E, [([], '0'), ('E', '1'), (('B', 'E'), '0')],2,3
C'E, [([], '0'), ('E', '1'), (('C', 'E'), '0')],2,3
D'E, [([], '0'), ('E', '1'), (('D', 'E'), '0')],2,3
A'B'C'D', [([], '1'), ('A', '0'), ('B', '0'), ('C', '0'), ('D', '0')],4,4
A'B'C'E', [([], '1'), ('A', '0'), ('B', '0'), ('C', '0'), ('E', '0')],4,4
A'B'D'E', [([], '1'), ('A', '0'), ('B', '0'), ('D', '0'), ('E', '0')],4,4
A'C'D'E', [([], '1'), ('A', '0'), ('C', '0'), ('D', '0'), ('E', '0')],4,4
B'C'D'E', [([], '1'), ('B', '0'), ('C', '0'), ('D', '0'), ('E', '0')],4,4
A+B+C+D, [([], '0'), ('A', '1'), ('B', '1'), ('C', '1'), ('D', '1')],4,4
A+B+C+E, [([], '0'), ('A', '1'), ('B', '1'), ('C', '1'), ('E', '1')],4,4
A+B+D+E, [([], '0'), ('A', '1'), ('B', '1'), ('D', '1'), ('E', '1')],4,4
A+C+D+E, [([], '0'), ('A', '1'), ('C', '1'), ('D', '1'), ('E', '1')],4,4
B+C+D+E, [([], '0'), ('B', '1'), ('C', '1'), ('D', '1'), ('E', '1')],4,4
A'+B', [([], '1'), ('A', '1'), ('B', '1'), (('A', 'B'), '0')],2,4
AB+A'B'C'D', [([], '1'), ('A', '0'), ('B', '0'), ('C', '0'), ('D', '0'), (('A', 'B'), '1')],6,6
AC+A'B'C'D', [([], '1'), ('A', '0'), ('B', '0'), ('C', '0'), ('D', '0'), (('A', 'C'), '1')],6,6
AD+A'B'C'D', [([], '1'), ('A', '0'), ('B', '0'), ('C', '0'), ('D', '0'), (('A', 'D'), '1')],6,6
E+A'B'C'D', [([], '1'), ('A', '0'), ('B', '0'), ('C', '0'), ('D', '0'), (('A', 'E'), '1')],5,6
BC+A'B'C'D', [([], '1'), ('A', '0'), ('B', '0'), ('C', '0'), ('D', '0'), (('B', 'C'), '1')],6,6
BD+A'B'C'D', [([], '1'), ('A', '0'), ('B', '0'), ('C', '0'), ('D', '0'), (('B', 'D'), '1')],6,6
CD+A'B'C'D', [([], '1'), ('A', '0'), ('B', '0'), ('C', '0'), ('D', '0'), (('C', 'D'), '1')],6,6
AB+A'B'C'E', [([], '1'), ('A', '0'), ('B', '0'), ('C', '0'), ('E', '0'), (('A', 'B'), '1')],6,6
AC+A'B'C'E', [([], '1'), ('A', '0'), ('B', '0'), ('C', '0'), ('E', '0'), (('A', 'C'), '1')],6,6
D+A'B'C'E', [([], '1'), ('A', '0'), ('B', '0'), ('C', '0'), ('E', '0'), (('A', 'D'), '1')],5,6
AE+A'B'C'E', [([], '1'), ('A', '0'), ('B', '0'), ('C', '0'), ('E', '0'), (('A', 'E'), '1')],6,6
BC+A'B'C'E', [([], '1'), ('A', '0'), ('B', '0'), ('C', '0'), ('E', '0'), (('B', 'C'), '1')],6,6
BE+A'B'C'E', [([], '1'), ('A', '0'), ('B', '0'), ('C', '0'), ('E', '0'), (('B', 'E'), '1')],6,6
CE+A'B'C'E', [([], '1'), ('A', '0'), ('B', '0'), ('C', '0'), ('E', '0'), (('C', 'E'), '1')],6,6
DE'+A'B'D', [([], '1'), ('A', '0'), ('B', '0'), ('D', '1'), ('E', '1'), (('D', 'E'), '0')],5,6
AB+A'B'D'E', [([], '1'), ('A', '0'), ('B', '0'), ('D', '0'), ('E', '0'), (('A', 'B'), '1')],6,6
C+A'B'D'E', [([], '1'), ('A', '0'), ('B', '0'), ('D', '0'), ('E', '0'), (('A', 'C'), '1')],5,6
AD+A'B'D'E', [([], '1'), ('A', '0'), ('B', '0'), ('D', '0'), ('E', '0'), (('A', 'D'), '1')],6,6
AE+A'B'D'E', [([], '1'), ('A', '0'), ('B', '0'), ('D', '0'), ('E', '0'), (('A', 'E'), '1')],6,6
BD+A'B'D'E', [([], '1'), ('A', '0'), ('B', '0'), ('D', '0'), ('E', '0'), (('B', 'D'), '1')],6,6
BE+A'B'D'E', [([], '1'), ('A', '0'), ('B', '0'), ('D', '0'), ('E', '0'), (('B', 'E'), '1')],6,6
DE+A'B'D'E', [([], '1'), ('A', '0'), ('B', '0'), ('D', '0'), ('E', '0'), (('D', 'E'), '1')],6,6
CD'+A'C'E', [([], '1'), ('A', '0'), ('C', '1'), ('D', '1'), ('E', '0'), (('C', 'D'), '0')],5,6
CE'+A'C'D', [([], '1'), ('A', '0'), ('C', '1'), ('D', '0'), ('E', '1'), (('C', 'E'), '0')],5,6
DE'+A'C'D', [([], '1'), ('A', '0'), ('C', '0'), ('D', '1'), ('E', '1'), (('D', 'E'), '0')],5,6
B+A'C'D'E', [([], '1'), ('A', '0'), ('C', '0'), ('D', '0'), ('E', '0'), (('A', 'B'), '1')],5,6
AC+A'C'D'E', [([], '1'), ('A', '0'), ('C', '0'), ('D', '0'), ('E', '0'), (('A', 'C'), '1')],6,6
AD+A'C'D'E', [([], '1'), ('A', '0'), ('C', '0'), ('D', '0'), ('E', '0'), (('A', 'D'), '1')],6,6
AE+A'C'D'E', [([], '1'), ('A', '0'), ('C', '0'), ('D', '0'), ('E', '0'), (('A', 'E'), '1')],6,6
CD+A'C'D'E', [([], '1'), ('A', '0'), ('C', '0'), ('D', '0'), ('E', '0'), (('C', 'D'), '1')],6,6
CE+A'C'D'E', [([], '1'), ('A', '0'), ('C', '0'), ('D', '0'), ('E', '0'), (('C', 'E'), '1')],6,6
DE+A'C'D'E', [([], '1'), ('A', '0'), ('C', '0'), ('D', '0'), ('E', '0'), (('D', 'E'), '1')],6,6
BC'+B'D'E', [([], '1'), ('B', '1'), ('C', '1'), ('D', '0'), ('E', '0'), (('B', 'C'), '0')],5,6
BD'+B'C'E', [([], '1'), ('B', '1'), ('C', '0'), ('D', '1'), ('E', '0'), (('B', 'D'), '0')],5,6
BE'+B'C'D', [([], '1'), ('B', '1'), ('C', '0'), ('D', '0'), ('E', '1'), (('B', 'E'), '0')],5,6
CD'+B'C'E', [([], '1'), ('B', '0'), ('C', '1'), ('D', '1'), ('E', '0'), (('C', 'D'), '0')],5,6
CE'+B'C'D', [([], '1'), ('B', '0'), ('C', '1'), ('D', '0'), ('E', '1'), (('C', 'E'), '0')],5,6
DE'+B'C'D', [([], '1'), ('B', '0'), ('C', '0'), ('D', '1'), ('E', '1'), (('D', 'E'), '0')],5,6
A+B'C'D'E', [([], '1'), ('B', '0'), ('C', '0'), ('D', '0'), ('E', '0'), (('A', 'B'), '1')],5,6
BC+B'C'D'E', [([], '1'), ('B', '0'), ('C', '0'), ('D', '0'), ('E', '0'), (('B', 'C'), '1')],6,6
BD+B'C'D'E', [([], '1'), ('B', '0'), ('C', '0'), ('D', '0'), ('E', '0'), (('B', 'D'), '1')],6,6
BE+B'C'D'E', [([], '1'), ('B', '0'), ('C', '0'), ('D', '0'), ('E', '0'), (('B', 'E'), '1')],6,6
CD+B'C'D'E', [([], '1'), ('B', '0'), ('C', '0'), ('D', '0'), ('E', '0'), (('C', 'D'), '1')],6,6
CE+B'C'D'E', [([], '1'), ('B', '0'), ('C', '0'), ('D', '0'), ('E', '0'), (('C', 'E'), '1')],6,6
DE+B'C'D'E', [([], '1'), ('B', '0'), ('C', '0'), ('D', '0'), ('E', '0'), (('D', 'E'), '1')],6,6
C+D+AB'+A'B, [([], '0'), ('A', '1'), ('B', '1'), ('C', '1'), ('D', '1'), (('A', 'B'), '0')],6,6
B+D+AC'+A'C, [([], '0'), ('A', '1'), ('B', '1'), ('C', '1'), ('D', '1'), (('A', 'C'), '0')],6,6
B+C+AD'+A'D, [([], '0'), ('A', '1'), ('B', '1'), ('C', '1'), ('D', '1'), (('A', 'D'), '0')],6,6
B+C+D+AE', [([], '0'), ('A', '1'), ('B', '1'), ('C', '1'), ('D', '1'), (('A', 'E'), '0')],5,6
A+D+BC'+B'C, [([], '0'), ('A', '1'), ('B', '1'), ('C', '1'), ('D', '1'), (('B', 'C'), '0')],6,6
A+C+BD'+B'D, [([], '0'), ('A', '1'), ('B', '1'), ('C', '1'), ('D', '1'), (('B', 'D'), '0')],6,6
A+C+D+BE', [([], '0'), ('A', '1'), ('B', '1'), ('C', '1'), ('D', '1'), (('B', 'E'), '0')],5,6
A+B+CD'+C'D, [([], '0'), ('A', '1'), ('B', '1'), ('C', '1'), ('D', '1'), (('C', 'D'), '0')],6,6
A+B+D+CE', [([], '0'), ('A', '1'), ('B', '1'), ('C', '1'), ('D', '1'), (('C', 'E'), '0')],5,6
A+B+C+DE', [([], '0'), ('A', '1'), ('B', '1'), ('C', '1'), ('D', '1'), (('D', 'E'), '0')],5,6
C+E+AB'+A'B, [([], '0'), ('A', '1'), ('B', '1'), ('C', '1'), ('E', '1'), (('A', 'B'), '0')],6,6
B+E+AC'+A'C, [([], '0'), ('A', '1'), ('B', '1'), ('C', '1'), ('E', '1'), (('A', 'C'), '0')],6,6
B+C+E+AD', [([], '0'), ('A', '1'), ('B', '1'), ('C', '1'), ('E', '1'), (('A', 'D'), '0')],5,6
B+C+AE'+A'E, [([], '0'), ('A', '1'), ('B', '1'), ('C', '1'), ('E', '1'), (('A', 'E'), '0')],6,6
A+E+BC'+B'C, [([], '0'), ('A', '1'), ('B', '1'), ('C', '1'), ('E', '1'), (('B', 'C'), '0')],6,6
A+C+E+BD', [([], '0'), ('A', '1'), ('B', '1'), ('C', '1'), ('E', '1'), (('B', 'D'), '0')],5,6
A+C+BE'+B'E, [([], '0'), ('A', '1'), ('B', '1'), ('C', '1'), ('E', '1'), (('B', 'E'), '0')],6,6
A+B+E+CD', [([], '0'), ('A', '1'), ('B', '1'), ('C', '1'), ('E', '1'), (('C', 'D'), '0')],5,6
A+B+CE'+C'E, [([], '0'), ('A', '1'), ('B', '1'), ('C', '1'), ('E', '1'), (('C', 'E'), '0')],6,6
A+B+C+D'E, [([], '0'), ('A', '1'), ('B', '1'), ('C', '1'), ('E', '1'), (('D', 'E'), '0')],5,6
A+B+CD, [([], '0'), ('A', '1'), ('B', '1'), ('C', '0'), ('D', '0'), (('C', 'D'), '1')],4,6
A+B+CE, [([], '0'), ('A', '1'), ('B', '1'), ('C', '0'), ('E', '0'), (('C', 'E'), '1')],4,6
D+E+AB'+A'B, [([], '0'), ('A', '1'), ('B', '1'), ('D', '1'), ('E', '1'), (('A', 'B'), '0')],6,6
B+D+E+AC', [([], '0'), ('A', '1'), ('B', '1'), ('D', '1'), ('E', '1'), (('A', 'C'), '0')],5,6
B+E+AD'+A'D, [([], '0'), ('A', '1'), ('B', '1'), ('D', '1'), ('E', '1'), (('A', 'D'), '0')],6,6
B+D+AE'+A'E, [([], '0'), ('A', '1'), ('B', '1'), ('D', '1'), ('E', '1'), (('A', 'E'), '0')],6,6
A+D+E+BC', [([], '0'), ('A', '1'), ('B', '1'), ('D', '1'), ('E', '1'), (('B', 'C'), '0')],5,6
A+E+BD'+B'D, [([], '0'), ('A', '1'), ('B', '1'), ('D', '1'), ('E', '1'), (('B', 'D'), '0')],6,6
A+D+BE'+B'E, [([], '0'), ('A', '1'), ('B', '1'), ('D', '1'), ('E', '1'), (('B', 'E'), '0')],6,6
A+B+E+C'D, [([], '0'), ('A', '1'), ('B', '1'), ('D', '1'), ('E', '1'), (('C', 'D'), '0')],5,6
A+B+D+C'E, [([], '0'), ('A', '1'), ('B', '1'), ('D', '1'), ('E', '1'), (('C', 'E'), '0')],5,6
A+B+DE'+D'E, [([], '0'), ('A', '1'), ('B', '1'), ('D', '1'), ('E', '1'), (('D', 'E'), '0')],6,6
A+B+DE, [([], '0'), ('A', '1'), ('B', '1'), ('D', '0'), ('E', '0'), (('D', 'E'), '1')],4,6
A+C+BD, [([], '0'), ('A', '1'), ('B', '0'), ('C', '1'), ('D', '0'), (('B', 'D'), '1')],4,6
A+C+BE, [([], '0'), ('A', '1'), ('B', '0'), ('C', '1'), ('E', '0'), (('B', 'E'), '1')],4,6
A+D+BC, [([], '0'), ('A', '1'), ('B', '0'), ('C', '0'), ('D', '1'), (('B', 'C'), '1')],4,6
A+E+BC, [([], '0'), ('A', '1'), ('B', '0'), ('C', '0'), ('E', '1'), (('B', 'C'), '1')],4,6
A+D+BE, [([], '0'), ('A', '1'), ('B', '0'), ('D', '1'), ('E', '0'), (('B', 'E'), '1')],4,6
A+E+BD, [([], '0'), ('A', '1'), ('B', '0'), ('D', '0'), ('E', '1'), (('B', 'D'), '1')],4,6
C+D+E+AB', [([], '0'), ('A', '1'), ('C', '1'), ('D', '1'), ('E', '1'), (('A', 'B'), '0')],5,6
D+E+AC'+A'C, [([], '0'), ('A', '1'), ('C', '1'), ('D', '1'), ('E', '1'), (('A', 'C'), '0')],6,6
C+E+AD'+A'D, [([], '0'), ('A', '1'), ('C', '1'), ('D', '1'), ('E', '1'), (('A', 'D'), '0')],6,6
C+D+AE'+A'E, [([], '0'), ('A', '1'), ('C', '1'), ('D', '1'), ('E', '1'), (('A', 'E'), '0')],6,6
A+D+E+B'C, [([], '0'), ('A', '1'), ('C', '1'), ('D', '1'), ('E', '1'), (('B', 'C'), '0')],5,6
A+C+E+B'D, [([], '0'), ('A', '1'), ('C', '1'), ('D', '1'), ('E', '1'), (('B', 'D'), '0')],5,6
A+C+D+B'E, [([], '0'), ('A', '1'), ('C', '1'), ('D', '1'), ('E', '1'), (('B', 'E'), '0')],5,6
A+E+CD'+C'D, [([], '0'), ('A', '1'), ('C', '1'), ('D', '1'), ('E', '1'), (('C', 'D'), '0')],6,6
A+D+CE'+C'E, [([], '0'), ('A', '1'), ('C', '1'), ('D', '1'), ('E', '1'), (('C', 'E'), '0')],6,6
A+C+DE'+D'E, [([], '0'), ('A', '1'), ('C', '1'), ('D', '1'), ('E', '1'), (('D', 'E'), '0')],6,6
A+C+DE, [([], '0'), ('A', '1'), ('C', '1'), ('D', '0'), ('E', '0'), (('D', 'E'), '1')],4,6
A+D+CE, [([], '0'), ('A', '1'), ('C', '0'), ('D', '1'), ('E', '0'), (('C', 'E'), '1')],4,6
A+E+CD, [([], '0'), ('A', '1'), ('C', '0'), ('D', '0'), ('E', '1'), (('C', 'D'), '1')],4,6
B+C+AD, [([], '0'), ('A', '0'), ('B', '1'), ('C', '1'), ('D', '0'), (('A', 'D'), '1')],4,6
B+C+AE, [([], '0'), ('A', '0'), ('B', '1'), ('C', '1'), ('E', '0'), (('A', 'E'), '1')],4,6
B+D+AC, [([], '0'), ('A', '0'), ('B', '1'), ('C', '0'), ('D', '1'), (('A', 'C'), '1')],4,6
B+E+AC, [([], '0'), ('A', '0'), ('B', '1'), ('C', '0'), ('E', '1'), (('A', 'C'), '1')],4,6
B+D+AE, [([], '0'), ('A', '0'), ('B', '1'), ('D', '1'), ('E', '0'), (('A', 'E'), '1')],4,6
B+E+AD, [([], '0'), ('A', '0'), ('B', '1'), ('D', '0'), ('E', '1'), (('A', 'D'), '1')],4,6
C+D+AB, [([], '0'), ('A', '0'), ('B', '0'), ('C', '1'), ('D', '1'), (('A', 'B'), '1')],4,6
C+E+AB, [([], '0'), ('A', '0'), ('B', '0'), ('C', '1'), ('E', '1'), (('A', 'B'), '1')],4,6
D+E+AB, [([], '0'), ('A', '0'), ('B', '0'), ('D', '1'), ('E', '1'), (('A', 'B'), '1')],4,6
C+D+AE, [([], '0'), ('A', '0'), ('C', '1'), ('D', '1'), ('E', '0'), (('A', 'E'), '1')],4,6
C+E+AD, [([], '0'), ('A', '0'), ('C', '1'), ('D', '0'), ('E', '1'), (('A', 'D'), '1')],4,6
D+E+AC, [([], '0'), ('A', '0'), ('C', '0'), ('D', '1'), ('E', '1'), (('A', 'C'), '1')],4,6
C+D+E+A'B, [([], '0'), ('B', '1'), ('C', '1'), ('D', '1'), ('E', '1'), (('A', 'B'), '0')],5,6
B+D+E+A'C, [([], '0'), ('B', '1'), ('C', '1'), ('D', '1'), ('E', '1'), (('A', 'C'), '0')],5,6
B+C+E+A'D, [([], '0'), ('B', '1'), ('C', '1'), ('D', '1'), ('E', '1'), (('A', 'D'), '0')],5,6
B+C+D+A'E, [([], '0'), ('B', '1'), ('C', '1'), ('D', '1'), ('E', '1'), (('A', 'E'), '0')],5,6
D+E+BC'+B'C, [([], '0'), ('B', '1'), ('C', '1'), ('D', '1'), ('E', '1'), (('B', 'C'), '0')],6,6
C+E+BD'+B'D, [([], '0'), ('B', '1'), ('C', '1'), ('D', '1'), ('E', '1'), (('B', 'D'), '0')],6,6
C+D+BE'+B'E, [([], '0'), ('B', '1'), ('C', '1'), ('D', '1'), ('E', '1'), (('B', 'E'), '0')],6,6
B+E+CD'+C'D, [([], '0'), ('B', '1'), ('C', '1'), ('D', '1'), ('E', '1'), (('C', 'D'), '0')],6,6
B+D+CE'+C'E, [([], '0'), ('B', '1'), ('C', '1'), ('D', '1'), ('E', '1'), (('C', 'E'), '0')],6,6
B+C+DE'+D'E, [([], '0'), ('B', '1'), ('C', '1'), ('D', '1'), ('E', '1'), (('D', 'E'), '0')],6,6
B+C+DE, [([], '0'), ('B', '1'), ('C', '1'), ('D', '0'), ('E', '0'), (('D', 'E'), '1')],4,6
B+D+CE, [([], '0'), ('B', '1'), ('C', '0'), ('D', '1'), ('E', '0'), (('C', 'E'), '1')],4,6
B+E+CD, [([], '0'), ('B', '1'), ('C', '0'), ('D', '0'), ('E', '1'), (('C', 'D'), '1')],4,6
C+D+BE, [([], '0'), ('B', '0'), ('C', '1'), ('D', '1'), ('E', '0'), (('B', 'E'), '1')],4,6
C+E+BD, [([], '0'), ('B', '0'), ('C', '1'), ('D', '0'), ('E', '1'), (('B', 'D'), '1')],4,6
D+E+BC, [([], '0'), ('B', '0'), ('C', '0'), ('D', '1'), ('E', '1'), (('B', 'C'), '1')],4,6
AB'+A'B+A'C, [([], '0'), ('A', '1'), ('B', '1'), ('C', '1'), (('A', 'B', 'C'), '0')],6,6
AB'+A'B+A'D, [([], '0'), ('A', '1'), ('B', '1'), ('D', '1'), (('A', 'B', 'D'), '0')],6,6
B+AC'+A'D, [([], '0'), ('A', '1'), ('B', '1'), ('D', '1'), (('A', 'C', 'D'), '0')],5,6
A+BC'+B'D, [([], '0'), ('A', '1'), ('B', '1'), ('D', '1'), (('B', 'C', 'D'), '0')],5,6
AB'+A'B+A'E, [([], '0'), ('A', '1'), ('B', '1'), ('E', '1'), (('A', 'B', 'E'), '0')],6,6
B+AC'+A'E, [([], '0'), ('A', '1'), ('B', '1'), ('E', '1'), (('A', 'C', 'E'), '0')],5,6
B+AD'+A'E, [([], '0'), ('A', '1'), ('B', '1'), ('E', '1'), (('A', 'D', 'E'), '0')],5,6
A+BC'+B'E, [([], '0'), ('A', '1'), ('B', '1'), ('E', '1'), (('B', 'C', 'E'), '0')],5,6
A+BD'+B'E, [([], '0'), ('A', '1'), ('B', '1'), ('E', '1'), (('B', 'D', 'E'), '0')],5,6
D+AB'+A'C, [([], '0'), ('A', '1'), ('C', '1'), ('D', '1'), (('A', 'B', 'C'), '0')],5,6
C+AB'+A'D, [([], '0'), ('A', '1'), ('C', '1'), ('D', '1'), (('A', 'B', 'D'), '0')],5,6
AC'+A'C+A'D, [([], '0'), ('A', '1'), ('C', '1'), ('D', '1'), (('A', 'C', 'D'), '0')],6,6
A+B'C+B'D, [([], '0'), ('A', '1'), ('C', '1'), ('D', '1'), (('B', 'C', 'D'), '0')],5,6
E+AB'+A'C, [([], '0'), ('A', '1'), ('C', '1'), ('E', '1'), (('A', 'B', 'C'), '0')],5,6
C+AB'+A'E, [([], '0'), ('A', '1'), ('C', '1'), ('E', '1'), (('A', 'B', 'E'), '0')],5,6
AC'+A'C+A'E, [([], '0'), ('A', '1'), ('C', '1'), ('E', '1'), (('A', 'C', 'E'), '0')],6,6
C+AD'+A'E, [([], '0'), ('A', '1'), ('C', '1'), ('E', '1'), (('A', 'D', 'E'), '0')],5,6
A+B'C+B'E, [([], '0'), ('A', '1'), ('C', '1'), ('E', '1'), (('B', 'C', 'E'), '0')],5,6
A+CD'+C'E, [([], '0'), ('A', '1'), ('C', '1'), ('E', '1'), (('C', 'D', 'E'), '0')],5,6
E+AB'+A'D, [([], '0'), ('A', '1'), ('D', '1'), ('E', '1'), (('A', 'B', 'D'), '0')],5,6
D+AB'+A'E, [([], '0'), ('A', '1'), ('D', '1'), ('E', '1'), (('A', 'B', 'E'), '0')],5,6
E+AC'+A'D, [([], '0'), ('A', '1'), ('D', '1'), ('E', '1'), (('A', 'C', 'D'), '0')],5,6
D+AC'+A'E, [([], '0'), ('A', '1'), ('D', '1'), ('E', '1'), (('A', 'C', 'E'), '0')],5,6
AD'+A'D+A'E, [([], '0'), ('A', '1'), ('D', '1'), ('E', '1'), (('A', 'D', 'E'), '0')],6,6
A+B'D+B'E, [([], '0'), ('A', '1'), ('D', '1'), ('E', '1'), (('B', 'D', 'E'), '0')],5,6
A+C'D+C'E, [([], '0'), ('A', '1'), ('D', '1'), ('E', '1'), (('C', 'D', 'E'), '0')],5,6
D+A'B+A'C, [([], '0'), ('B', '1'), ('C', '1'), ('D', '1'), (('A', 'B', 'C'), '0')],5,6
C+A'B+A'D, [([], '0'), ('B', '1'), ('C', '1'), ('D', '1'), (('A', 'B', 'D'), '0')],5,6
B+A'C+A'D, [([], '0'), ('B', '1'), ('C', '1'), ('D', '1'), (('A', 'C', 'D'), '0')],5,6
BC'+B'C+B'D, [([], '0'), ('B', '1'), ('C', '1'), ('D', '1'), (('B', 'C', 'D'), '0')],6,6
E+A'B+A'C, [([], '0'), ('B', '1'), ('C', '1'), ('E', '1'), (('A', 'B', 'C'), '0')],5,6
C+A'B+A'E, [([], '0'), ('B', '1'), ('C', '1'), ('E', '1'), (('A', 'B', 'E'), '0')],5,6
B+A'C+A'E, [([], '0'), ('B', '1'), ('C', '1'), ('E', '1'), (('A', 'C', 'E'), '0')],5,6
